"TABLE 15a: Person and Vehicle Miles Traveled Per Household"
""
"Household Income","PMT/HH","VMT/HH"
"DK ",15.4056412003495,14.0892279690082
"RF",49.7561140671416,41.0893767190784
"$0 to $9,999",58.8018270312667,16.2849578380864
"$10,000 to $24,999",87.744528668343,43.6598896257607
"$25,000 to $34,999",64.6299786979217,42.2376958337314
"$35,000 to $49,999",54.9412109958577,30.7140728753857
"$50,000 to $74,999",78.2797335861045,65.5967887563644
"$75,000 to $99,999",130.720076089852,57.8598064998887
"$100,000 to $149,999",155.665046088685,72.2718381800657
"$150,000 to $199,999",185.083654168789,135.922245136603
"$200,000 to $249,999",434.955478064207,213.634776017868
"$250,000 or more",285.600163338788,233.848024965578
"DK ",146.025064710189,42.2292922431323
"RF",159.589489225479,96.094013766143
"$0 to $9,999",127.023871585808,45.7197332590621
"$10,000 to $24,999",60.651702931653,27.5394154750155
"$25,000 to $34,999",60.6505731855363,35.4994922294086
"$35,000 to $49,999",94.990915379778,43.7313985736973
"$50,000 to $74,999",65.39881766047,46.0404843854446
"$75,000 to $99,999",90.5406498110486,63.6839315782149
"$100,000 to $149,999",139.001243717517,77.541479302659
"$150,000 to $199,999",88.6871581258977,75.7922611777501
"DK ",347.268208997505,31.9304319637471
"RF",65.3218702276507,57.2481971620578
"$0 to $9,999",84.1635488792692,82.2386548299155
"$10,000 to $24,999",78.0771912112746,42.0693837997111
"$25,000 to $34,999",146.295772394983,59.0038539287206
"$35,000 to $49,999",106.255946551296,80.1105598620459
"$50,000 to $74,999",37.4462768985282,28.2953837116773
"$75,000 to $99,999",162.778478653192,162.778478653192
"$100,000 to $149,999",224.322295797258,180.471731657936
"$150,000 to $199,999",310.481408080288,261.233374055684
"$200,000 to $249,999",104.442872459344,42.1719243438637
"DK ",231.714343861668,126.451448178839
"RF",85.9550302331966,80.6464352906696
"$0 to $9,999",34.0189638576812,11.1773988130239
"$10,000 to $24,999",37.3086536611432,8.88932451417852
"$25,000 to $34,999",92.9096909602498,88.6823660684895
"$35,000 to $49,999",366.649968862601,146.236635044569
"$50,000 to $74,999",63.0227065258463,33.3192578491825
"$75,000 to $99,999",233.595987690113,137.038715494951
"$100,000 to $149,999",104.984172564409,94.6559165494776
"DK ",253.561211757589,166.749134183076
"RF",141.396305341955,44.8289744439708
"$0 to $9,999",34.9243972788788,9.61675184688211
"$10,000 to $24,999",54.3613109901395,29.810688502512
"$25,000 to $34,999",72.5335256001841,27.3768104134175
"$35,000 to $49,999",67.8895210689565,37.6294959913567
"$50,000 to $74,999",66.0621258717738,42.9907388427104
"$75,000 to $99,999",87.1896078008618,52.3648844953333
"$100,000 to $149,999",77.447974452852,44.09074606349
"$150,000 to $199,999",195.289868649127,113.796556411564
"$200,000 to $249,999",166.197037267265,96.8014109443782
"$250,000 or more",161.853302453552,76.7464608164682
"DK ",95.1816867033692,55.4534032510235
"RF",90.7300673185405,55.3871937490881
"$0 to $9,999",88.7662681920014,9.20419574821938
"$10,000 to $24,999",90.7087910385259,35.1483793866729
"$25,000 to $34,999",76.6498486330464,61.1938232577598
"$35,000 to $49,999",86.0634557963976,44.5023546187014
"$50,000 to $74,999",85.9641473428488,72.1731358696325
"$75,000 to $99,999",94.7927269684537,72.9335935925975
"$100,000 to $149,999",314.735574542399,117.396401877785
"$150,000 to $199,999",157.960160862361,146.716862900633
"$200,000 to $249,999",568.378933505796,273.011330709879
"$250,000 or more",568.429182055746,294.385731725767
"DK ",184.981838946169,111.927304141832
"RF",54.6015877330112,46.0639347562873
"$0 to $9,999",1.65279664825123,0.484542989965703
"$10,000 to $24,999",47.2556023847015,22.6956167074742
"$25,000 to $34,999",21.7795820464339,19.451581350641
"$35,000 to $49,999",58.2877313691217,33.6502452098485
"$50,000 to $74,999",59.4082659985575,46.748691793016
"$75,000 to $99,999",56.2335916695427,41.3622835894755
"$100,000 to $149,999",121.669228349748,42.3716152052642
"$150,000 to $199,999",217.815603574456,102.200848067898
"$200,000 to $249,999",172.046654072242,106.827658003158
"$250,000 or more",108.33844216233,69.4073507190124
"DK ",60.664266537838,47.6719527655818
"RF",189.362695846744,63.4398528743698
"$0 to $9,999",9.10121056036048,5.84340886571299
"$10,000 to $24,999",69.9587790960247,17.2659259840944
"$25,000 to $34,999",82.5284815755302,45.4733767829042
"$35,000 to $49,999",203.320418433202,38.6229944218742
"$50,000 to $74,999",86.7332112718562,49.0202258850731
"$75,000 to $99,999",96.2534070877576,71.1261760981367
"$100,000 to $149,999",108.690601495248,64.9922130846975
"$150,000 to $199,999",98.3526471863049,98.3526471863049
"$250,000 or more",69.7508261980555,43.1315035312195
"RF",125.377029232352,77.7574866174849
"$0 to $9,999",2.35850699619287,0
"$10,000 to $24,999",36.5757819980216,19.3859939930666
"$25,000 to $34,999",29.8419586556823,23.5570087497707
"$35,000 to $49,999",45.266487680373,35.8690096291853
"$50,000 to $74,999",69.0017365013693,43.3965920004361
"$75,000 to $99,999",32.0305901340612,27.7387377341236
"$100,000 to $149,999",32.4904381394484,32.0612495728758
"$150,000 to $199,999",76.7794733631581,55.3902276687413
"$200,000 to $249,999",408.346879272852,243.703715656138
"DK ",107.352155011837,86.4250502539664
"RF",22.8008428076489,21.4574637082586
"$0 to $9,999",40.2807969517716,20.5741687487176
"$10,000 to $24,999",43.1196780646632,30.9678003801687
"$25,000 to $34,999",89.9344440120642,40.7829362555469
"$35,000 to $49,999",101.974070444998,60.0364766384897
"$50,000 to $74,999",77.3631231891734,56.0447275154624
"$75,000 to $99,999",53.3161345443854,46.7462941941244
"$100,000 to $149,999",61.4987436331781,38.8750788270692
"$150,000 to $199,999",133.648985602272,119.765178844302
"$200,000 to $249,999",45.4508980874451,34.638467451624
"$250,000 or more",17.7492559129136,7.21547208213376
"DK ",356.468620218707,49.526056690585
"RF",30.7686794758552,24.0059276393676
"$0 to $9,999",117.712998208951,113.020320589782
"$10,000 to $24,999",4.61819569985153,1.01432651482315
"$25,000 to $34,999",92.733784142696,92.5418632610402
"$35,000 to $49,999",61.7679605878354,50.264213673512
"$50,000 to $74,999",87.2017820674594,72.4523920877752
"$75,000 to $99,999",92.1990291722578,37.1607127743948
"$100,000 to $149,999",17.4020291732927,16.3533444061426
"DK ",826.17804018619,463.409497986701
"RF",92.2521390892182,50.850934015886
"$0 to $9,999",23.7617926060995,15.9429479818378
"$10,000 to $24,999",35.4862119693849,31.8461242345602
"$25,000 to $34,999",24.7807393443048,15.9469469814756
"$35,000 to $49,999",315.92479779604,122.03314681745
"$50,000 to $74,999",76.914348492186,56.6735700826541
"$75,000 to $99,999",48.7034654523443,31.9402798676726
"$100,000 to $149,999",13.4508201028733,9.91811723943323
"$150,000 to $199,999",209.385115642198,187.100532598006
"$250,000 or more",52.9261900539646,31.747756411214
"DK ",198.822868442637,152.816987048939
"RF",6.41325370613468,6.41325370613468
"$0 to $9,999",69.9660908275411,29.5670603978494
"$10,000 to $24,999",95.9091856324346,39.001083163386
"$25,000 to $34,999",72.1696572785163,49.7858428847898
"$35,000 to $49,999",54.9240661804721,42.3716274449246
"$50,000 to $74,999",84.6809870959024,61.4550136312314
"$75,000 to $99,999",68.4670453377346,55.2060127304734
"$100,000 to $149,999",103.688436750191,71.8712520448817
"$150,000 to $199,999",133.053843447775,91.3939869464975
"$200,000 to $249,999",109.547732020395,95.5824337767769
"$250,000 or more",171.504388736836,88.2654897855868
"DK ",130.960375220923,84.1507210629255
"RF",59.7294638146328,42.914231205211
"$0 to $9,999",108.074807152686,34.9055148849708
"$10,000 to $24,999",22.3110349200871,15.65053369185
"$25,000 to $34,999",37.0269573881373,34.8265984503112
"$35,000 to $49,999",37.4763663177161,32.5508185006694
"$50,000 to $74,999",46.6393978255715,33.0541873852651
"$75,000 to $99,999",110.131889208622,45.7781014042513
"$100,000 to $149,999",68.6328824073193,54.2797027949826
"$150,000 to $199,999",97.5393983063063,57.4160497458562
"$200,000 to $249,999",74.7105430859046,68.7739985712866
"$250,000 or more",81.3286395241734,72.2987812137263
"DK ",254.196495029859,162.705670553701
"RF",43.0763211869004,28.5111349864493
"$0 to $9,999",50.0124049554617,37.6440892963648
"$10,000 to $24,999",40.4804833297647,38.4070946284033
"$25,000 to $34,999",71.836088564188,35.7462918947107
"$35,000 to $49,999",78.5863873743248,51.5681649167535
"$50,000 to $74,999",49.1265600658604,38.6793466466045
"$75,000 to $99,999",85.1253959125537,74.1170164117856
"$100,000 to $149,999",55.6198621628141,31.235753189806
"$150,000 to $199,999",69.758891333887,42.9337204175849
"$200,000 to $249,999",320.376451861725,295.005840244225
"DK ",10.5974963469647,7.88772906171395
"RF",166.342132662801,117.288758830458
"$0 to $9,999",33.0786715605197,22.1148748211966
"$10,000 to $24,999",141.884131026885,19.1653109159992
"$25,000 to $34,999",50.8554832774661,38.0242663324371
"$35,000 to $49,999",44.2189141664663,32.4037875862863
"$50,000 to $74,999",44.841955009867,34.1781226469201
"$75,000 to $99,999",68.6941797552633,51.8669909409245
"$100,000 to $149,999",81.3515312242571,50.9610639157641
"$150,000 to $199,999",209.165271901695,96.1175743900454
"$200,000 to $249,999",220.308590267409,145.658199516727
"$250,000 or more",146.497840765435,88.6557544599903
"DK ",67.8481254714548,54.0219339130213
"RF",191.872972949945,65.1453594622388
"$0 to $9,999",38.0704563415051,35.9563864844875
"$10,000 to $24,999",26.2429239716721,16.5594259972548
"$25,000 to $34,999",54.4559852847875,36.9000402453972
"$35,000 to $49,999",61.7203164946696,51.2225116550775
"$50,000 to $74,999",45.4704017695018,35.2313952857009
"$75,000 to $99,999",59.0160786574404,43.6407937734946
"$100,000 to $149,999",90.3050788133947,67.301140561457
"$150,000 to $199,999",167.080566687175,94.5600313614897
"$200,000 to $249,999",251.318637908613,101.898373479028
"$250,000 or more",229.934896634926,150.123626947898
"DK ",70.4701632630922,61.1098062112424
"RF",75.8365245765486,55.9853011991073
"$0 to $9,999",30.1713941227537,12.903170959561
"$10,000 to $24,999",9.11603969678747,7.48721487797335
"$25,000 to $34,999",29.8997280708773,15.1115712513133
"$35,000 to $49,999",65.0144768026277,23.6635240654141
"$50,000 to $74,999",43.5031647276088,29.5749467348997
"$75,000 to $99,999",74.3190633147328,59.3965427744947
"$100,000 to $149,999",71.8301202556421,53.8191234707807
"$150,000 to $199,999",228.978695287977,210.01253847872
"$200,000 to $249,999",5.5310003773844,5.5310003773844
"DK ",1.20842317218903,1.20842317218903
"RF",87.0859029212127,45.5097350045802
"$0 to $9,999",114.596511541217,47.5194007788985
"$10,000 to $24,999",45.5033555254423,30.8612063146486
"$25,000 to $34,999",64.8714563978042,39.5584722654022
"$35,000 to $49,999",85.1923920040123,58.2866508336846
"$50,000 to $74,999",78.4493751256774,55.111542334408
"$75,000 to $99,999",112.452206280025,70.0303161416177
"$100,000 to $149,999",95.7361113528537,58.2412360277384
"$150,000 to $199,999",128.186093047706,95.5415695323917
"$200,000 to $249,999",326.327201032119,215.493481661049
"$250,000 or more",550.92983706478,147.345666717922
"DK ",121.212172281105,68.7889214640563
"RF",103.39786624931,75.1523572072003
"$0 to $9,999",37.047772665767,20.3135851907477
"$10,000 to $24,999",20.5142209502165,9.72058007229871
"$25,000 to $34,999",38.0882626581995,18.5789966512695
"$35,000 to $49,999",52.9692373997834,28.9052293188954
"$50,000 to $74,999",61.5660734264436,41.2912357123408
"$75,000 to $99,999",72.2138730654549,46.3706605654012
"$100,000 to $149,999",59.6514661543679,41.2211503515627
"$150,000 to $199,999",99.3361010399899,72.1179359283513
"$200,000 to $249,999",158.73850974027,136.226387666138
"$250,000 or more",2040.35042781446,388.250750871265
"DK ",39.0273679941544,36.374887809169
"RF",84.7770728152506,62.3144090185201
"$0 to $9,999",29.2429945958482,17.655358204632
"$10,000 to $24,999",115.278999509385,97.9127652361236
"$25,000 to $34,999",42.8862086808006,23.2683832472001
"$35,000 to $49,999",67.7499754002487,51.6401894161728
"$50,000 to $74,999",112.339606110261,90.4226828024789
"$75,000 to $99,999",157.447376371958,88.0205010635038
"$100,000 to $149,999",82.9600625672451,72.1474541950493
"$150,000 to $199,999",238.438959056545,186.90847812303
"$200,000 to $249,999",171.839172647767,78.0276414103122
"$250,000 or more",189.575003010489,154.166783833514
"DK ",191.183309945365,179.439776562987
"RF",265.248463472062,198.606451074662
"$0 to $9,999",57.1412418713233,27.2204077955608
"$10,000 to $24,999",128.300990244272,41.6810480559579
"$25,000 to $34,999",78.066250864238,52.307329916616
"$35,000 to $49,999",73.3272086645344,50.398087811518
"$50,000 to $74,999",72.4123877222043,51.3274217139863
"$75,000 to $99,999",120.148871249665,65.1465867926805
"$100,000 to $149,999",106.250758159156,67.4209536283271
"$150,000 to $199,999",227.389352468329,175.61540421105
"$200,000 to $249,999",676.202703733996,107.87662903387
"$250,000 or more",205.351732714176,140.556620532131
"DK ",111.464666186859,69.9417710494112
"RF",94.2000570862282,68.8808821809062
"$0 to $9,999",20.5545403253642,6.86761329136743
"$10,000 to $24,999",34.3973310860982,15.1762592133738
"$25,000 to $34,999",46.4425418093636,27.411528872058
"$35,000 to $49,999",48.5712377756608,31.958418325301
"$50,000 to $74,999",90.7336613076863,39.8511873305653
"$75,000 to $99,999",250.222688288368,52.6401411192414
"$100,000 to $149,999",79.5783193468516,46.8190674996607
"$150,000 to $199,999",236.384989198765,124.387066912498
"$200,000 to $249,999",295.105430888065,93.8203321023318
"$250,000 or more",229.296451149833,112.095199071713
"DK ",47.1694518263717,31.7904733071672
"RF",86.6266022701989,52.5250655890872
"$0 to $9,999",21.522568753647,7.98664428149524
"$10,000 to $24,999",17.4805256073807,5.5338090836543
"$25,000 to $34,999",16.1749586887618,3.00793519050283
"$35,000 to $49,999",59.1845230685012,15.8117418418497
"$50,000 to $74,999",46.9945305892946,17.0973677806328
"$75,000 to $99,999",51.3528155684122,22.0202161183897
"$100,000 to $149,999",51.5429660241365,22.146812608273
"$150,000 to $199,999",301.059498308312,48.9335142907228
"$200,000 to $249,999",124.325564432573,52.2246619211501
"$250,000 or more",361.140465961123,54.1811131247103
"DK ",72.6886223828228,42.7533010473131
"RF",389.928274451129,38.3529334469286
"$0 to $9,999",53.5151808156061,12.0991786877515
"$10,000 to $24,999",51.7841609312725,33.3172386967323
"$25,000 to $34,999",53.0578069370634,37.6623344730736
"$35,000 to $49,999",63.8190856300803,36.4318633787046
"$50,000 to $74,999",73.9414243347932,47.9593176884746
"$75,000 to $99,999",107.805801772614,61.5704394106855
"$100,000 to $149,999",105.740188259674,74.9861923533957
"$150,000 to $199,999",100.144130437283,82.431137700663
"$200,000 to $249,999",355.377236711002,320.904264557131
"$250,000 or more",108.857463261672,74.0777116019939
"DK ",69.4939643930088,48.8865461579633
"RF",85.1467271651617,77.2191456070663
"$0 to $9,999",25.7838732131944,22.7461527451693
"$10,000 to $24,999",46.2427554181506,22.3592380643689
"$25,000 to $34,999",45.7103783088159,34.6992757240355
"$35,000 to $49,999",65.5025164842552,48.5892135931397
"$50,000 to $74,999",85.4771319171546,71.080303944929
"$75,000 to $99,999",87.0682884970229,62.9412588013802
"$100,000 to $149,999",92.6829895613574,56.515092682562
"$150,000 to $199,999",139.143896164274,85.2902208653498
"$200,000 to $249,999",143.656664323305,128.404970169732
"$250,000 or more",116.007218124313,70.5825603710773
"DK ",10.6240585051119,9.46982493350246
"RF",52.8365924053741,44.9897098453829
"$0 to $9,999",26.8504942688594,14.4529751776417
"$10,000 to $24,999",45.4425773183054,21.8256432735111
"$25,000 to $34,999",46.5791305790918,24.4985711288571
"$35,000 to $49,999",52.4329725149925,36.6923472836244
"$50,000 to $74,999",38.902602432708,27.6331660450231
"$75,000 to $99,999",71.2984502647113,50.2279798406234
"$100,000 to $149,999",90.3052796894302,42.3827123501747
"$150,000 to $199,999",225.331624263925,98.1912659389055
"$200,000 to $249,999",289.069075326401,135.793102296528
"$250,000 or more",184.114913052616,108.380000551425
"DK ",90.2941372567263,42.6150058418609
"RF",87.2940811668179,61.927656232948
"$0 to $9,999",5.1552251333652,1.72515956311568
"$10,000 to $24,999",81.7935525023491,29.9258630929242
"$25,000 to $34,999",44.2000943708508,30.7647455042632
"$35,000 to $49,999",76.8596885958552,36.552053860912
"$50,000 to $74,999",66.6463183519982,49.857364784555
"$75,000 to $99,999",55.3863049834547,35.8345055163696
"$100,000 to $149,999",102.347260986957,54.4307957435544
"$150,000 to $199,999",148.857531291413,93.0885382330627
"$200,000 to $249,999",59.1103406298626,30.2641452548612
"$250,000 or more",129.919243342978,105.989027458411
"DK ",62.7548683749739,55.0658977230851
"RF",65.50655050666,46.3883011495062
"$0 to $9,999",71.9706829144919,51.5839926084395
"$10,000 to $24,999",41.3751873564619,21.0492055605917
"$25,000 to $34,999",54.5135315402055,38.1477487453522
"$35,000 to $49,999",75.3942324737795,44.5166303053729
"$50,000 to $74,999",58.5522065143037,37.0432716003351
"$75,000 to $99,999",91.6950480491667,55.7567400239565
"$100,000 to $149,999",71.5028503386095,41.4161175312349
"$150,000 to $199,999",199.588131008948,86.8450620535827
"$200,000 to $249,999",233.475484716886,128.232496331823
"$250,000 or more",172.909652005481,100.875949115918
"DK ",79.414711336772,54.7007289951435
"RF",153.0238652243,67.5038903605136
"$0 to $9,999",19.4835806675384,14.741046100417
"$10,000 to $24,999",27.025867279288,17.8331879581193
"$25,000 to $34,999",59.3978475786895,43.7657466961483
"$35,000 to $49,999",58.2244550743984,34.1354515649294
"$50,000 to $74,999",192.913716941803,31.9796717318759
"$75,000 to $99,999",96.7857902807562,64.2552081910067
"$100,000 to $149,999",75.104039931737,52.2757295700501
"$150,000 to $199,999",193.611083268702,149.80490521256
"$200,000 to $249,999",231.167322171957,176.864562368149
"$250,000 or more",502.079799050016,174.439959162651
"DK ",94.6171578282745,64.4153362082605
"RF",102.187218020988,84.4051437009152
"$0 to $9,999",21.8709694254518,14.9992925210362
"$10,000 to $24,999",37.1978745031835,31.4469208676423
"$25,000 to $34,999",80.3065423114598,37.2228300707746
"$35,000 to $49,999",137.684523069369,63.0700197811667
"$50,000 to $74,999",118.24571461575,41.8864448526056
"$75,000 to $99,999",66.0503602234357,50.7708229226826
"$100,000 to $149,999",245.737407502816,85.1894944201336
"$150,000 to $199,999",770.187829057766,235.060425818458
"$250,000 or more",128.396507899221,128.396507899221
"RF",17.5774582856628,16.7299576146771
"$0 to $9,999",1.89002275615031,0.831356224545216
"$10,000 to $24,999",3.08512827027074,3.08512827027074
"$25,000 to $34,999",36.4514507754353,20.8963229572954
"$35,000 to $49,999",41.5422000082744,41.2820664615406
"$50,000 to $74,999",576.452315083151,515.621191174861
"$75,000 to $99,999",163.85532937433,31.3074874949032
"$250,000 or more",63.5092119234519,63.5092119234519
"RF",50.9627007052587,50.9627007052587
"$0 to $9,999",25.6150714941203,22.9207183801891
"$10,000 to $24,999",46.2362365605345,31.8037653999391
"$25,000 to $34,999",24.6389349878725,16.0937043752555
"$35,000 to $49,999",50.358098432458,31.2979886549214
"$50,000 to $74,999",59.8054547150155,49.0411809296481
"$75,000 to $99,999",40.4379868389231,31.1244026038698
"$100,000 to $149,999",45.4497174038482,31.964881912213
"$150,000 to $199,999",123.276592946892,72.9780169607428
"$200,000 to $249,999",68.4096784929191,0
"DK ",450.49775203495,248.48116434211
"RF",138.698115567705,102.996389645501
"$0 to $9,999",213.013341381408,59.8531601733675
"$10,000 to $24,999",51.3036149089883,35.7003327386721
"$25,000 to $34,999",44.3159418392907,36.5978634767236
"$35,000 to $49,999",93.0640481949816,48.1927834289198
"$50,000 to $74,999",194.45078096179,160.914562833612
"$75,000 to $99,999",183.053404627937,78.0182692770922
"$100,000 to $149,999",107.71530583815,62.0171113712311
"$150,000 to $199,999",260.328594347808,184.676912366789
"$200,000 to $249,999",493.307763016491,119.047948772264
"$250,000 or more",157.550623708406,105.395231441538
"DK ",291.098126985606,177.687484887664
"RF",132.854461643728,97.5086611419273
"$0 to $9,999",18.4956197529713,11.9230568948305
"$10,000 to $24,999",35.7358169544674,25.221541358369
"$25,000 to $34,999",123.453067894676,98.78545234618
"$35,000 to $49,999",80.4927666495696,46.5698039035024
